object_in_context,name 1,name 2,role 2,who knows dates,note_provenance,name_2,role_2,date_text,subject_temporal,subject_topical,subject_topical 3,subject_topical 2,subject_topical4,subject_geographic,subject_geographical,subject_name,subject_name 2,subject_name 3,subject_name 4,title,related_title,project_title,abstract,local_identifier 1,local_identifier 2,rights,item_type,note_public,oai_identifier,related_note,related_identifier,record_source
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/625,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992.,G. Lékégian & Co.,photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX, 	Statues--Egypt,,,,Karnak (Egypt),,"Ramses II, King of Egypt","	Temple of Amon (Karnak, Egypt)",,,"Colossus of Rameses II, Temple of Amen","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"One of several granite colossi of Rameses II that were placed between the columns in the Great Court of the Temple of Amen-Re.  The striding pharaoh wears the striped nemes, headdress, the royal beard and clutches a folded cloth in each hand as he looks to eternity.  His kilt bears his cartouche",egypt041,20/655,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_625,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/659,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,"Audigier, Louis Bailey",photographer,Modern Period (A.D. 1913), ,Museums--Egypt--Cairo,,,,,,"Audigier, Eleanor Deane, 1864-1931",Matḥaf al-Miṣrī,,,Mrs. Louis Bailey Audigier of Knoxville at Egyptian Museum,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Mrs. Audigier stands in front of the Egyptian Museum, next to a pyramidion that capped an obelish erected at Karnak in Dynasty XVIII by Queen Hatshepsut",egypt075,A1: 927,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_659,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/605,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1997,Donated by the Friends of Egyptology in 1997,"Frith, Francis",photographer,Ptolemaic-Roman Periods (ca. 116 B.C.-A.D. 34),Ptolemaic-Roman Periods (ca. 116 B.C.-A.D. 34), 	Temples--Egypt,Hathor (Egyptian deity),,,Dandara (Egypt),,"Temple of Hathor (Dandara, Egypt)",,,,Temple of Hathor Facade,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt," The temple is dedicated to Hathor, goddess of love and joy, consort of Horus of Edfu and equated with the Greek goddess Aphrodite.  Three Hathor-headed sistrum columns with screen walls between them are on either side of the entrance.  Images of the goddess on the facade were defaced by Christian religious fanatics, and reliefs depicting the Roman emperor Tiberius (A.D. 14-37) were also badly damaged.  Facade reliefs bear cartouches of the other Roman emperors--Caligula (A.D. 37-41) and Claudius (A.D. 41054)--who worshiped Hathor",egypt021,1997.5.6,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_605,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/686,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown Photographer,photographer,Modern Period,Modern Period,"Women, Bedouin",Clothing and dress--Egypt,Children--Egypt,,,,,,,,Beduin Women and Children,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Staged in the studio, the two Beduin women stand in their simple black clothing, which absorbs as much as twenty-five degrees additional heat compared to the air temperature.  However, the dark dress makes the women stand out against the yellow desert sands.  Such women usually went about without veils.  Children were commonly carried on their shoulders as there were no baby carriages in the modest villages where they lived.  The woman on the left is fortunate.  She wears a pair of sturdy shoes",egypt102,A1: 157 A658,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_686,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/658,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1996,Donated by the Friends of Egyptology in 1996," 	Sébah, Pascal, 1823-1886",photographer,Old Kingdom - Dynasty V,Old Kingdom - Dynasty V,Statues--Egypt,,,,,,Giza Museum,,,,Statue of an Official,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Statue of an official,egypt074,1996.10.2,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_658,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/670,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934., 	Adelphoi Zangaki (Firm),photographer,Modern Period,Modern Period,Mosques (Islamic law)--Egypt--Cairo,,,,Cairo (Egypt),,Jāmiʻ al-Azhar,,,,Students at Mosque of el-Azhar,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"The Mosque of el-Azhar, or ""the resplendent,"" was completed n 972 and became in 988, a university.  By 1911 it was the largest in the Muslim world, teaching some seven thousand to nine thousand students free of charge.  Young men are seen reading the precepts of The Koran, the holy book of the Muslim faith",egypt086,A1: 161 C136 2EA,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_670,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/586,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1995,Donated by the Friends of Egyptology in 1995, 	Adelphoi Zangaki (Firm),photographer,Ptolemaic-Roman Periods,Ptolemaic-Roman Periods, 	Temples--Egypt,,,,Aswān (Egypt), 	Philae (Egypt),"Temple of Isis (Aswan, Egypt)",Kiosk of Trajan,,,Kiosk of Trajan and First Pylon Temple of Isis,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"The temple of Isis at left and the Kiosk of Trajan at right is seen before the site was cleared.  Nectanebo I in Dynasty XXX built the entrance between the sixty-foot-high pylon.  Most of the temple is Ptolemaic, begun by Ptolemy II (308-246 B.C.), who also built the famous Pharos, or lighthouse, the museum, and the library at Alexandria.  Reliefs on the towers depict Ptolemy XI (99-80 B.C.) in battle and making offerings to various deities.  Other decorations were made by Roman emperors such as Tiberius Caesar (A.D. 14-37).  On the island at the right and in the foreground are the mud brick remains of a destroyed Coptic village",egypt002,2/698,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_586,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/627,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1997,Donated by the Friends of Egyptology in 1997,"Frith, Francis",photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX,Obelisks--Egypt,Temples--Egypt,,,Karnak (Egypt),,"	Temple of Amon (Karnak, Egypt)","Ramses II, King of Egypt",,,"First Pylon and Obelisk of Rameses II, Temple of Amen","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"First Pylon and Obelisk of Rameses II, Temple of Amen",egypt043,1997.5.12,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_627,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/599,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992.,G. Lékégian & Co.,photographer,Old Kingdom - Dynasty III,Old Kingdom - Dynasty III, 	Pyramids--Egypt,Tombs--Egypt,,,Ṣaqqārah (Egypt),,,,,,The Step Pyramid,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Auguste Mariette excavated here in 1857.  Later, early in the Twentieth Century the British Egyptologists James E. Quibell (1867-1935) and Cecil Firth (1878-1931) excavated several seasons at this important pyramid complex",egypt015,4/655,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_599,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/791,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,Modern Period (A.D. 1912-1913),Modern Period (A.D. 1912-1913),Great Sphinx (Egypt),Pyramids--Egypt,,,Jīzah (Egypt),,"Audigier, Louis Bailey","Audigier, Eleanor Deane, 1864-1931.",,,Mr. and Mrs. Louis Bailey Audigier of Knoxville at Great Sphinx,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Mr. and Mrs. Louis Bailey Audigier of Knoxville at Great Sphinx,egypt210,A1: 161 C136 1P,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_791,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/788,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Lichtenstern & Harari,photographer,Modern Period,Modern Period,Great Sphinx (Egypt),Pyramids--Egypt,,,Jīzah (Egypt),,,,,,Travellers at Great Sphinx,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Travellers at Great Sphinx. Color tinted silver.,egypt207,A1: 161 C136 1P,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_788,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/697,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992., 	Adelphoi Zangaki (Firm),photographer,Ptolemaic-Roman Periods,Ptolemaic-Roman Periods,Temples--Egypt,,,,Agilikia Island,Philae (Egypt),"Temple of Isis (Qinā, Egypt)",Kiosk of Trajan,,,Temple of Isis and Kiosk of Trajan from Island of Bigga,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Temple of Isis and Kiosk of Trajan from Island of Bigga,egypt113,24/655,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_697,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/705,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Anonymous,photographer,2003,, 	Adelphoi Zangaki (Firm),photographer, , , ,,,,Port Said (Egypt),Suez Canal (Egypt),,,,,Ships at Anchor at the Suez Canal,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Ships at anchor in the Suez Canal,egypt121,2003.2,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_705,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/773,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,New Kingdom - Dynasty XX,New Kingdom - Dynasty XX, 	Tombs--Egypt,"Inscriptions, Egyptian", ,,Valley of the Kings (Egypt),,"Ramses VI, King of Egypt",,,,"Wall Painting, Hour Nine from 'Book of Gates', Tomb of Rameses VI","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",,No caption.,egypt192,Au-794,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_773,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/685,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Bonfils Family,photographer,Modern Period,Modern Period, 	Wedding costume,Druzes,,,,,,,,,An Engaged Woman,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"The young woman sits calmly dressed in a wedding costume as she poses in the studio of the photographer.  She is pictured as a betrothed Druse maiden from Mt. Lebanon.  The high-ranking woman wears a tantur, a headdress with a tall, silvered copper cylinder which supports a veil.  Worn by Druze women in Lebanon and Syria, it faded from fashion in the 1880s.",egypt101,A1: 158 D155.3,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_685,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/601,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1995,Donated by the Friends of Egyptology in 1995," 	Sébah, Pascal, 1823-1886",photographer,Old Kingdom - Dynasty V,Old Kingdom - Dynasty V, 	Tombs--Egypt,"Inscriptions, Egyptian",,,Ṣaqqārah (Egypt),,,,,,Relief from Tomb of Ti,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,An interior view of the tomb chapel relief showing a harvest scene in five registers.  1. Herders drive asses.  2. Herders prepare a sack of corn for loading on asses that carry it to the threshing floor.  3. Ears of corn from sacks are piled up.  4.  Asses thresh corn.  5. Threshed corn is piled up with long forks and put in a sack by a female worker,egypt017,1/697,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_601,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/649,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1997,Donated by the Friends of Egyptology in 1997," 	Beato, Antonio, -1903?",photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX, 	Tombs--Egypt,,,,Abū Sunbul (Egypt),,"Great Temple (Abū Sunbul, Egypt)",,,,Mortuary Temple of Rameses II,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Four seated figures of the pharaoh, sixty-five feet high and wearing the Double Crown of Upper and Lower Egypt, command attention on the facade.  In the foreground is the colossal head from a seated statue above felled by an earthquake.  Sand obscures the lower part of the colossi.  The smaller figures standing next to the pharaoh's enormous legs are from the left his Great Wife, Nefretiri, a daughter, the Queen-mother, and a son.  On either side of Re-Harakhteare inscriptions and figures of the king honoring the god.",egypt065,1997.5.24,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_649,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
